date,open,high,low,close,volume,chg_pct,inst_sum,inst_ext,retail,foreign,per,pbr,div,bps,eps,dps
2025-02-28,55400,55700,54500,54500,28036698,-3.197158081705151,-184875697500,60955702200,310457928200,-186537932900,25.57,1.05,2.65,52002,2131,1444
2025-03-04,53900,55000,53800,54500,18553933,0.0,-48124106150,66541222300,16949305700,-35366421850,25.57,1.05,2.65,52002,2131,1444
2025-03-05,55100,55400,54000,54000,16578817,-0.9174311926605505,-140451170150,59135284850,202978438500,-121662553200,25.34,1.04,2.67,52002,2131,1444
2025-03-06,54100,54500,54000,54300,12258101,0.5555555555555556,-36760449100,63086943000,35688993500,-62015487400,25.48,1.04,2.66,52002,2131,1444
2025-03-07,53500,54200,53400,53700,14274992,-1.1049723756906076,-39312804300,73941478450,111741715200,-146370389350,25.2,1.03,2.69,52002,2131,1444
2025-03-10,53500,54800,53500,53700,12921670,0.0,-18477894750,65385269150,32049403000,-78956777400,25.2,1.03,2.69,52002,2131,1444
2025-03-11,52500,54100,52500,53600,17740891,-0.186219739292365,-95342786700,68525828450,51415675600,-24598717350,25.15,1.03,2.69,52002,2131,1444
2025-03-12,53800,55300,53600,54900,17973221,2.425373134328358,372692200,55210685300,-182837723550,127254346050,25.76,1.06,2.63,52002,2131,1444
2025-03-13,55800,55900,54200,54700,24132151,-0.36429872495446264,101067822150,64952122500,-3415779600,-162604165050,25.67,1.05,2.64,52002,2131,1444
2025-03-14,54500,55100,54400,54700,10845154,0.0,15548446600,67893031600,22181633150,-105623111350,25.67,1.05,2.64,52002,2131,1444
2025-03-17,55500,57800,55400,57600,35559021,5.301645338208409,227409473000,59312941450,-776339057450,489616643000,27.03,1.11,2.51,52002,2131,1444
2025-03-18,58800,59000,57300,57600,28138594,0.0,-6841657050,68320890650,-278751821250,217272587650,27.03,1.11,2.51,52002,2131,1444
2025-03-19,57400,59200,57400,58500,29421759,1.5625,134229875300,67291964100,-478178141250,276656301850,27.45,1.12,2.47,52002,2131,1444
2025-03-20,59200,60300,58500,60200,34989004,2.905982905982906,27374739700,61420670350,-590076078950,501280668900,28.25,1.16,2.4,52002,2131,1444
2025-03-21,60900,61700,60400,61700,40155612,2.4916943521594686,-62412762800,64190179000,-482544354800,480766938600,28.95,1.19,2.34,52002,2131,1444
2025-03-24,61200,61600,60500,60500,14088094,-1.9448946515397085,-19216369350,53387892700,5134742250,-39306265600,28.39,1.16,2.39,52002,2131,1444
2025-03-25,60900,61100,59500,59800,17259455,-1.1570247933884297,-18467825550,52345572150,-30550780900,-3326965700,28.06,1.15,2.41,52002,2131,1444
2025-03-26,59800,61400,59700,61400,16431645,2.6755852842809364,31600506950,46738503100,-220606254150,142267244100,28.81,1.18,2.35,52002,2131,1444
2025-03-27,60900,62000,60800,61800,20389790,0.6514657980456027,-66876741900,57329052550,-310956878950,320504568300,29.0,1.19,2.34,52002,2131,1444
2025-03-28,60700,61100,60000,60200,16282514,-2.5889967637540456,-81015820400,55742634500,120553240350,-95280054450,28.25,1.16,2.4,52002,2131,1444
2025-03-31,59500,59700,57800,57800,17633494,-3.9867109634551494,27456897450,53470807650,127787126350,-208714831450,27.12,1.11,2.5,52002,2131,1444
2025-04-01,58700,59600,57900,58800,13841706,1.7301038062283738,1611043400,59031775350,40578126200,-101220944950,27.59,1.13,2.46,52002,2131,1444
2025-04-02,58800,59400,58300,58800,14402297,0.0,-31738931300,53671246250,5760199850,-27692514800,27.59,1.13,2.46,52002,2131,1444
2025-04-03,56900,57800,56900,57600,19508076,-2.0408163265306123,-19715069700,58638066900,265327292550,-304250289750,27.03,1.11,2.51,52002,2131,1444
2025-04-04,56200,58200,55700,56100,23527139,-2.604166666666667,3244325200,57878040950,348907730750,-410030096900,26.33,1.08,2.57,52002,2131,1444
2025-04-07,53300,54100,53100,53200,31998883,-5.169340463458111,69730121000,68066841600,520940505150,-658737467750,24.96,1.02,2.71,52002,2131,1444
2025-04-08,55000,55300,53300,53500,25532845,0.5639097744360901,-26713639250,55372016300,191468642700,-220127019750,25.11,1.03,2.7,52002,2131,1444
2025-04-09,53300,54300,52900,53000,20576960,-0.9345794392523363,-78666793950,64329513700,157983582700,-143646302450,24.87,1.02,2.72,52002,2131,1444
2025-04-10,56600,56700,55000,56400,22948172,6.415094339622642,63255063850,40516085700,-91775065350,-11996084200,26.47,1.08,2.56,52002,2131,1444
2025-04-11,55600,55700,54800,55200,13930480,-2.127659574468085,7840723800,56696461500,159860434950,-224397620250,25.9,1.06,2.62,52002,2131,1444
2025-04-14,56300,56700,55800,56200,12852613,1.8115942028985508,-15985065900,37122192700,-72315411750,51178284950,26.37,1.08,2.57,52002,2131,1444
2025-04-15,56300,57100,56200,56600,8998640,0.7117437722419928,13069621550,37873210300,-88421365500,37478533650,26.56,1.09,2.55,52002,2131,1444
2025-04-16,56000,56200,54500,54700,14437025,-3.356890459363958,-26900377050,37877414200,256658704650,-267635741800,25.67,1.05,2.64,52002,2131,1444
2025-04-17,54700,55300,54500,55100,10867069,0.7312614259597806,51483271600,39227324200,22666639050,-113377234850,25.86,1.06,2.62,52002,2131,1444
2025-04-18,55300,55600,54900,55300,5848342,0.3629764065335753,-37997338050,39519722300,-28878189800,27355805550,25.95,1.06,2.61,52002,2131,1444
2025-04-21,55200,56000,55100,55400,5941847,0.18083182640144665,-27989832750,38982924500,-8032452250,-2960639500,26.0,1.07,2.61,52002,2131,1444
2025-04-22,54900,55500,54700,55000,9532469,-0.7220216606498195,-2738922550,37696872450,65268175900,-100226125800,25.81,1.06,2.63,52002,2131,1444
2025-04-23,56000,56100,55500,55700,11148692,1.2727272727272727,83417533300,49218911850,-49880021750,-82756423400,26.14,1.07,2.59,52002,2131,1444
2025-04-24,55600,55800,55200,55700,10580377,0.0,-46326537200,37372147450,6181094250,2773295500,26.14,1.07,2.59,52002,2131,1444
2025-04-25,56400,56400,55600,55700,12183303,0.0,43227306600,34682100800,9629858800,-87539266200,26.14,1.07,2.59,52002,2131,1444
2025-04-28,55800,55900,55500,55800,9341518,0.17953321364452424,-5950596400,28035305150,13564533000,-35649241750,26.18,1.07,2.59,52002,2131,1444
2025-04-29,55700,56500,55600,55800,10295518,0.0,44064643300,27464978200,-62287077550,-9242543950,26.18,1.07,2.59,52002,2131,1444
2025-04-30,55900,56000,55300,55500,13014189,-0.5376344086021506,-37251529900,30284378450,97200417050,-90233265600,26.04,1.07,2.6,52002,2131,1444
2025-05-02,55000,55500,54200,54300,22454204,-2.1621621621621623,61469744300,50795589700,543973458200,-656238792200,10.97,0.94,2.66,57951,4950,1446
2025-05-07,54500,55000,54300,54600,17136991,0.5524861878453038,8326490500,27919690900,92472694700,-128718876100,11.03,0.94,2.65,57951,4950,1446
2025-05-08,55100,55500,54500,54600,16320532,0.0,-110316118900,19390640250,85891185500,5034293150,11.03,0.94,2.65,57951,4950,1446
2025-05-09,54700,55000,54400,54800,7814322,0.3663003663003663,-33704764150,30990516950,2855881450,-141634250,11.07,0.95,2.64,57951,4950,1446
2025-05-12,55200,57600,55000,57600,15414702,5.109489051094891,118805642400,29562108850,-282727476150,134359724900,11.64,0.99,2.51,57951,4950,1446
2025-05-13,57700,58200,56800,56900,16842801,-1.215277777777778,36586924450,10252271950,-51268475850,4429279450,11.49,0.98,2.54,57951,4950,1446
2025-05-14,57500,57900,57000,57400,12468089,0.8787346221441126,70829690850,-2431213550,-58807014950,-9591462350,11.6,0.99,2.52,57951,4950,1446
2025-05-15,57400,58600,57100,57300,13139736,-0.17421602787456447,-69284844400,-4984004150,-90799109300,165067957850,11.58,0.99,2.52,57951,4950,1446
2025-05-16,57400,57500,56700,56800,10385352,-0.8726003490401396,-11354449250,4140448150,79946833800,-72732832700,11.47,0.98,2.55,57951,4950,1446
2025-05-19,56400,56400,55500,55800,9802105,-1.7605633802816902,-57114854250,10591105700,80811296650,-34287548100,11.27,0.96,2.59,57951,4950,1446
2025-05-20,56200,56700,55700,55900,9080577,0.17921146953405018,5456993000,-703106400,34625829150,-39379715750,11.29,0.96,2.59,57951,4950,1446
2025-05-21,56200,56600,55700,55700,7794181,-0.35778175313059035,-18759359500,1919611350,64053380150,-47213632000,11.25,0.96,2.6,57951,4950,1446
2025-05-22,55300,55500,54500,54700,15254278,-1.7953321364452424,-113793149850,14580272050,272349575650,-173136697850,11.05,0.94,2.64,57951,4950,1446
2025-05-23,55000,55200,54100,54200,11247115,-0.9140767824497258,-53347689050,9449734200,186406165950,-142508211100,10.95,0.94,2.67,57951,4950,1446
2025-05-26,53900,55000,53700,54700,10901337,0.9225092250922509,58181207600,7785055950,47097963900,-113064227450,11.05,0.94,2.64,57951,4950,1446
2025-05-27,54200,54500,53800,53900,13439520,-1.4625228519195612,22690693800,18128146850,229016147950,-269834988600,10.89,0.93,2.68,57951,4950,1446
2025-05-28,54300,56100,54200,55900,17516283,3.710575139146568,194042426250,-42691032600,-269484145400,118132751750,11.29,0.96,2.59,57951,4950,1446
2025-05-29,56200,56400,55600,56100,12936810,0.35778175313059035,61297364800,5872643350,-58870342700,-8299665450,11.33,0.97,2.58,57951,4950,1446
2025-05-30,56200,57200,55800,56200,26219683,0.17825311942959002,112488235300,-73186900,-104809223650,-7605824750,11.35,0.97,2.57,57951,4950,1446
2025-06-02,56300,57300,56200,56800,12870515,1.0676156583629894,-33974732600,-1390099200,-13745996750,49110828550,11.47,0.98,2.55,57951,4950,1446
2025-06-04,57200,57900,56800,57800,19649983,1.7605633802816902,67064831850,-10549279250,-176290654250,119775101650,11.68,1.0,2.5,57951,4950,1446
2025-06-05,58100,59900,57900,59100,23266027,2.249134948096886,137802524700,-4825995450,-414294844450,281318315200,11.94,1.02,2.45,57951,4950,1446
2025-06-09,60400,60400,59500,59800,19609659,1.1844331641285957,-129336955150,-20062089650,-159736050350,309135095150,12.08,1.03,2.42,57951,4950,1446
2025-06-10,60000,60100,58800,59200,15305760,-1.0033444816053512,-17931077300,599104900,71865041600,-54533069200,11.96,1.02,2.44,57951,4950,1446
2025-06-11,59500,60100,59400,59900,13610734,1.1824324324324325,24499766250,-9822401950,-148212988300,133535624000,12.1,1.03,2.41,57951,4950,1446
2025-06-12,59700,60000,59300,59500,17755115,-0.667779632721202,-69602772800,-3867966450,54066983150,19403756100,12.02,1.03,2.43,57951,4950,1446
2025-06-13,60200,60200,57700,58300,20705979,-2.0168067226890756,-212188411550,-1954597800,213376135100,766874250,11.78,1.01,2.48,57951,4950,1446
2025-06-16,58000,58100,56900,57200,22200872,-1.8867924528301887,41216924450,3180921950,352467044050,-396864890450,11.56,0.99,2.53,57951,4950,1446
2025-06-17,57800,59800,57400,58100,28637003,1.5734265734265735,59159294900,1822866700,-168042875750,107060714150,11.74,1.0,2.49,57951,4950,1446
2025-06-18,58000,59800,57900,59800,17620705,2.9259896729776247,44002663750,-3063345450,-269016613550,228077295250,12.08,1.03,2.42,57951,4950,1446
2025-06-19,60500,60600,59000,59200,16876278,-1.0033444816053512,-68034543050,-2248385800,96032763650,-25749834800,11.96,1.02,2.44,57951,4950,1446
2025-06-20,59400,59800,59100,59500,18072251,0.5067567567567568,3105071850,166649250,46423629950,-49695351050,12.02,1.03,2.43,57951,4950,1446
2025-06-23,58400,58500,57600,58000,16551694,-2.5210084033613445,-245738606850,3275442400,320201632400,-77738467950,11.72,1.0,2.49,57951,4950,1446
2025-06-24,59400,60600,59300,60500,23737899,4.310344827586207,111581731450,893157250,-439694505600,327219616900,12.22,1.04,2.39,57951,4950,1446
2025-06-25,61500,61600,60300,61300,23933612,1.322314049586777,-48786073450,4541984650,-75916076850,120160165650,12.38,1.06,2.36,57951,4950,1446
2025-06-26,61300,61300,59900,60200,19402300,-1.794453507340946,-81358258850,1231183050,180959303950,-100832228150,12.16,1.04,2.4,57951,4950,1446
2025-06-27,60100,61600,60000,60800,17340470,0.9966777408637874,125716175500,4461491150,-167841450500,37663783850,12.28,1.05,2.38,57951,4950,1446
2025-06-30,61200,61200,59800,59800,17110294,-1.644736842105263,49014711500,2175822250,266685380250,-317875914000,12.08,1.03,2.42,57951,4950,1446
2025-07-01,60400,61100,60200,60200,13650991,0.6688963210702341,68222870950,278720750,-76881895000,8380303300,12.16,1.04,2.4,57951,4950,1446
2025-07-02,60200,60900,59800,60800,15047951,0.9966777408637874,55918248050,-2362958450,-32453696450,-21101593150,12.28,1.05,2.38,57951,4950,1446
2025-07-03,61300,63800,61100,63800,32040639,4.934210526315789,256353879600,26985367750,-847294261000,563955013650,12.89,1.1,2.27,57951,4950,1446
2025-07-04,64700,64700,63000,63300,23748959,-0.7836990595611284,-52373841300,15699537000,48413227600,-11738923300,12.79,1.09,2.28,57951,4950,1446
2025-07-07,62900,63300,61700,61700,17164708,-2.527646129541864,-62868264850,-8372447850,246886141550,-175645428850,12.46,1.06,2.34,57951,4950,1446
2025-07-08,61600,62400,61000,61400,20213724,-0.48622366288492713,-53416687000,-12250152650,183573601600,-117906761950,12.4,1.06,2.36,57951,4950,1446
2025-07-09,61400,61400,60200,60400,17533415,-1.6286644951140066,-125653808250,66274282250,261683089250,-202303563250,12.2,1.04,2.39,57951,4950,1446
2025-07-10,60600,61200,60400,61000,14768473,0.9933774834437087,-106540335950,60185062300,6874274450,39480999200,12.32,1.05,2.37,57951,4950,1446
2025-07-11,61300,62800,61200,62600,19140650,2.622950819672131,4230975250,62085046100,-374090703300,307774681950,12.65,1.08,2.31,57951,4950,1446
2025-07-14,62300,62600,61800,62500,13563846,-0.1597444089456869,-9443214750,64639684600,-12623296550,-42573173300,12.63,1.08,2.31,57951,4950,1446
2025-07-15,62300,63800,62000,63700,18442202,1.92,-25726447000,65052411500,-269686307850,230360343350,12.87,1.1,2.27,57951,4950,1446
2025-07-16,63700,64700,63100,64700,23042660,1.5698587127158554,-66031235600,61804432950,-368104045750,372330848400,13.07,1.12,2.23,57951,4950,1446
2025-07-17,65900,66800,64400,66700,39448683,3.091190108191654,123824924250,81090642350,-730333249000,525417682400,13.47,1.15,2.17,57951,4950,1446
2025-07-18,67000,67800,66300,67100,23951531,0.5997001499250375,-109016917850,62984606050,-351341951650,397374263450,13.56,1.16,2.15,57951,4950,1446
2025-07-21,67400,68800,67200,67800,17723148,1.0432190760059614,-45683267650,61011917000,-206321638500,190992989150,13.7,1.17,2.13,57951,4950,1446
2025-07-22,68100,68500,65600,66000,20829006,-2.6548672566371683,-53790839650,48492839950,51410331850,-46112332150,13.33,1.14,2.19,57951,4950,1446
2025-07-23,66200,66500,64900,66400,15687058,0.6060606060606061,-22953416550,58578293300,36249365050,-71874241800,13.41,1.15,2.18,57951,4950,1446
2025-07-24,66500,66800,65900,66000,12660193,-0.6024096385542169,-62102504950,52260040950,-31782541800,41625005800,13.33,1.14,2.19,57951,4950,1446
2025-07-25,65700,66300,65500,65900,8080910,-0.15151515151515152,-57277474850,56741350800,-50037787200,50573911250,13.31,1.14,2.19,57951,4950,1446
2025-07-28,68200,70400,67200,70400,35332500,6.828528072837632,254820680650,52585089650,-988455321600,681049551300,14.22,1.21,2.05,57951,4950,1446
2025-07-29,70800,70800,68800,70600,28190940,0.2840909090909091,-43894834450,51629135700,-259886662100,252152360850,14.26,1.22,2.05,57951,4950,1446
2025-07-30,71000,73700,70600,72600,34761444,2.8328611898017,93381461600,42009417000,-722902522050,587511643450,14.67,1.25,1.99,57951,4950,1446
2025-07-31,73000,74000,71000,71400,26568072,-1.6528925619834711,-154944222250,69189073850,159896978000,-74141829600,14.42,1.23,2.03,57951,4950,1446
2025-08-01,70200,72000,68800,68900,24038534,-3.5014005602240896,-169480224050,64870261850,139655493250,-35045531050,13.92,1.19,2.1,57951,4950,1446
2025-08-04,69500,70200,68700,69700,14780072,1.1611030478955007,-64964049000,60494604150,36782427100,-32312982250,14.08,1.2,2.07,57951,4950,1446
2025-08-05,71000,71500,69700,69900,14392903,0.2869440459110474,7745900850,70399716900,99937999600,-178083617350,14.12,1.21,2.07,57951,4950,1446
2025-08-06,69200,69400,68300,68800,12542415,-1.5736766809728182,-65083241250,54417190700,52653060700,-41987010150,13.9,1.19,2.1,57951,4950,1446
2025-08-07,70800,71000,69700,70500,15008213,2.4709302325581395,43485251800,66991082600,-83145603850,-27330730550,14.24,1.22,2.05,57951,4950,1446
2025-08-08,71000,72400,70700,71800,22241128,1.8439716312056738,66953013200,68511206700,-300633626850,165169406950,14.51,1.24,2.01,57951,4950,1446
2025-08-11,72000,72100,70800,71000,11354253,-1.1142061281337048,-40903060500,65155871000,120110255750,-144363066250,14.34,1.23,2.04,57951,4950,1446
2025-08-12,71100,72400,71100,71100,15797656,0.14084507042253522,-25423861000,67623136600,-79811860450,37612584850,14.36,1.23,2.03,57951,4950,1446
2025-08-13,71900,72100,71400,71900,12305742,1.1251758087201125,-16180788250,67842377600,-72492483050,20830893700,14.53,1.24,2.01,57951,4950,1446
2025-08-14,71900,71900,71200,71600,11795785,-0.4172461752433936,94952500150,69274157900,-34392362450,-129834295600,14.46,1.24,2.02,57951,4950,1446
